# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-F" "GFF" "-t" "gene" "-g" "locus_tag" "-a" "reference/styphimurium.gff" "-o" "feature_counts/all_samples_counts.txt" "alignment_bam/acidic_sorted.bam" "alignment_bam/oxidative_sorted.bam" "alignment_bam/starvation_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignment_bam/acidic_sorted.bam	alignment_bam/oxidative_sorted.bam	alignment_bam/starvation_sorted.bam
STM0445	NC_003197.2	500120	500760	-	641	6867	1057	157
STM0446	NC_003197.2	500990	501319	+	330	14224	6742	49986
STM0447	NC_003197.2	501655	502964	+	1310	244678	29610	1692
STM0448	NC_003197.2	503199	503834	+	636	5102	8062	3997
STM0449	NC_003197.2	504073	505357	+	1285	56691	39587	13602
STM0450	NC_003197.2	505532	507897	+	2366	26641	40863	4783
STM0451	NC_003197.2	508058	508378	+	321	130130	56284	31553
STM0452	NC_003197.2	508651	510540	+	1890	30897	6415	787
STM0453	NC_003197.2	510676	511064	+	389	302	234	112
STM0454	NC_003197.2	511154	511566	+	413	1679	227	505
STM0455	NC_003197.2	511672	512377	-	706	7362	1012	170
STM0456	NC_003197.2	512432	514142	-	1711	864	458	505
STM0457	NC_003197.2	514221	515051	+	831	428	292	296
STM0458	NC_003197.2	515101	516161	-	1061	1215	270	298
STM0459	NC_003197.2	516258	516727	+	470	3085	2012	1551
STM0460	NC_003197.2	516755	518540	+	1786	2035	814	263
STM0461	NC_003197.2	518520	520314	+	1795	2885	1184	349
STM0462	NC_003197.2	520515	520865	+	351	69	24	0
STM0463	NC_003197.2	520883	522183	+	1301	605	107	144
STM0464	NC_003197.2	522283	523156	-	874	1499	802	376
STM0465	NC_003197.2	523346	523927	+	582	3196	2902	7754
STM0466	NC_003197.2	523960	524359	-	400	3487	1016	799
STM0467	NC_003197.2	524427	524542	+	116	9237	1965	3781
STM0468	NC_003197.2	524580	526142	-	1563	4412	768	724
STM0469	NC_003197.2	526346	526615	+	270	345	228	145
STM0470	NC_003197.2	526616	526761	+	146	702	534	690
STM0471	NC_003197.2	526817	527297	-	481	10102	988	1114
STM0472	NC_003197.2	527404	527969	-	566	13582	3332	3183
STM0473	NC_003197.2	528134	528364	-	231	12753	6942	6552
STM0474	NC_003197.2	528380	528767	-	388	6070	13189	8267
STM0475	NC_003197.2	529250	532415	-	3166	7630	17081	1902
STM0476	NC_003197.2	532422	533626	-	1205	10049	9131	2455
STM0477	NC_003197.2	533757	534410	+	654	8749	3336	1935
STM0478	NC_003197.2	534529	537891	+	3363	8250	3916	455
STM0479	NC_003197.2	537933	538874	-	942	4708	1578	984
STM0480	NC_003197.2	538938	539116	-	179	199	174	55
STM0481	NC_003197.2	539119	539634	-	516	3902	1345	891
STM0482	NC_003197.2	539715	540092	+	378	1485	659	216
STM0483	NC_003197.2	540232	540796	+	565	27330	1870	292
STM0484	NC_003197.2	540910	542838	+	1929	6859	3137	652
STM0485	NC_003197.2	542874	543213	+	340	1795	960	119
STM0486	NC_003197.2	543199	543818	+	620	2308	1226	205
STM0487	NC_003197.2	543905	545803	+	1899	68651	112442	1363
STM0488	NC_003197.2	546029	546688	+	660	14895	2673	191
STM0489	NC_003197.2	546908	547879	+	972	1393	574	673
STM0490	NC_003197.2	547876	548859	-	984	424	150	112
STM0491	NC_003197.2	549000	550304	+	1305	7146	982	280
STM0492	NC_003197.2	550353	552040	-	1688	6341	2844	1170
STM0493	NC_003197.2	552244	553464	-	1221	1599	653	190
STM0494	NC_003197.2	553624	555289	+	1666	3914	3850	2391
STM0495	NC_003197.2	555406	555895	-	490	10260	4392	1211
STM0496	NC_003197.2	556087	556893	-	807	3267	566	268
STM0497	NC_003197.2	556967	557800	-	834	1124	344	201
STM0498	NC_003197.2	557948	560463	-	2516	2025	24417	917
STM0499	NC_003197.2	560548	560975	+	428	2478	2037	1242
STM0500	NC_003197.2	560976	561440	-	465	1862	872	568
STM0501	NC_003197.2	561425	562356	-	932	1111	962	1178
STM0502	NC_003197.2	562474	563166	+	693	886	552	224
STM0503	NC_003197.2	563140	563932	+	793	1504	536	220
STM0504	NC_003197.2	564018	564872	-	855	10218	10049	223
STM0505	NC_003197.2	564932	565713	-	782	1942	1025	189
STM0506	NC_003197.2	565857	566488	-	632	1818	764	400
STM0507	NC_003197.2	566430	567128	+	699	218	151	268
STM0508	NC_003197.2	567114	569539	+	2426	1120	996	1106
STM0509	NC_003197.2	569718	570858	+	1141	1905	737	323
STM0510	NC_003197.2	571109	571945	+	837	954	1328	1069
STM0511	NC_003197.2	571975	572998	+	1024	466	735	421
STM0512	NC_003197.2	572984	573650	+	667	498	1496	458
STM0513	NC_003197.2	573689	574801	-	1113	2054	1296	1057
STM0514	NC_003197.2	574853	575795	-	943	759	145	56
STM0515	NC_003197.2	575994	576488	+	495	416	272	183
STM0516	NC_003197.2	576550	577385	+	836	1755	930	703
STM0517	NC_003197.2	577456	579251	+	1796	301	93	12
STM0518	NC_003197.2	579254	580040	+	787	162	70	4
STM0519	NC_003197.2	580131	581019	+	889	136	101	41
STM0520	NC_003197.2	581079	582332	+	1254	81	12	31
STM0521	NC_003197.2	582408	582662	+	255	5	0	0
STM0522	NC_003197.2	582569	583882	+	1314	70	2	6
STM0523	NC_003197.2	583949	585322	+	1374	127	64	80
STM0524	NC_003197.2	585370	586679	+	1310	450	34	36
STM0525	NC_003197.2	586691	587850	+	1160	24	39	26
STM0526	NC_003197.2	587930	588727	-	798	748	635	181
STM0527	NC_003197.2	588726	589973	-	1248	133	45	62
STM0528	NC_003197.2	589983	591043	-	1061	388	6	34
STM0529	NC_003197.2	591352	593027	+	1676	28	52	6
STM0530	NC_003197.2	593026	594296	+	1271	59	18	0
STM0531	NC_003197.2	594308	595117	+	810	20	18	0
STM0532	NC_003197.2	595110	596014	+	905	229	129	20
STM0533	NC_003197.2	596055	597134	-	1080	2534	1185	400
STM0534	NC_003197.2	597119	597717	-	599	854	127	28
STM0535	NC_003197.2	597746	598468	-	723	2422	297	99
STM0536	NC_003197.2	598471	598977	-	507	64993	24271	4028
STM0537	NC_003197.2	599126	600523	+	1398	11276	2439	1960
STM0538	NC_003197.2	600567	601395	-	829	326	140	83
STM0539	NC_003197.2	601388	601832	-	445	105	130	25
STM0540	NC_003197.2	601818	602363	-	546	244	21	6
STM0541	NC_003197.2	602491	602715	-	225	2341	889	368
STM0542	NC_003197.2	602705	603588	-	884	3448	1137	610
STM0543	NC_003197.2	604107	604675	+	569	3685	1888	507
STM0544	NC_003197.2	604747	605284	+	538	148	77	22
STM0545	NC_003197.2	605313	606020	+	708	108	51	30
STM0546	NC_003197.2	606039	608663	+	2625	333	143	116
STM0547	NC_003197.2	608664	609685	+	1022	175	76	49
STM0548	NC_003197.2	609684	610213	+	530	906	83	127
STM0549	NC_003197.2	610259	610904	-	646	675	218	25
STM0550	NC_003197.2	611495	612223	-	729	483	40	207
STM0551	NC_003197.2	612236	612555	-	320	366	42	19
STM0552	NC_003197.2	612709	613311	-	603	740	186	90
STM0553	NC_003197.2	613570	613643	+	74	3	0	11
STM0554	NC_003197.2	613596	613797	-	202	487	73	111
STM0556	NC_003197.2	614202	614427	-	226	270	374	98
STM0557	NC_003197.2	614807	616459	-	1653	1387	160	3
STM0558	NC_003197.2	616440	617378	-	939	726	36	24
STM0559	NC_003197.2	617363	617725	-	363	607	40	21
STM0561	NC_003197.2	618593	618927	-	335	886	207	203
STM0562	NC_003197.2	619026	619210	+	185	512	102	32
STM0563	NC_003197.2	619261	620126	-	866	624	468	210
STM0564	NC_003197.2	620318	621656	+	1339	585	74	31
STM0565	NC_003197.2	621801	622049	+	249	154	8	5
STM0566	NC_003197.2	622048	622622	+	575	289	110	51
STM0567	NC_003197.2	622701	623882	-	1182	6415	1793	1502
STM0568	NC_003197.2	624190	625596	+	1407	7041	1409	500
STM0569	NC_003197.2	625638	626896	-	1259	4821	1687	545
STM0570	NC_003197.2	627189	629166	+	1978	930	488	496
STM0571	NC_003197.2	629328	632062	+	2735	1108	587	480
STM0572	NC_003197.2	632190	633188	-	999	330	54	12
STM0573	NC_003197.2	633243	634290	-	1048	168	58	10
STM0574	NC_003197.2	634319	635181	-	863	66	12	0
STM0575	NC_003197.2	635176	635926	-	751	133	66	78
STM0576	NC_003197.2	635934	636410	-	477	9	9	5
STM0577	NC_003197.2	636382	636838	-	457	169	66	66
STM0578	NC_003197.2	637031	637695	-	665	7580	9085	530
STM0579	NC_003197.2	637781	638160	-	380	545	342	42
STM0580	NC_003197.2	638149	638735	-	587	2406	1109	374
STM0581	NC_003197.2	639012	639360	+	349	726	599	3
STM0582	NC_003197.2	639366	639614	-	249	331	127	51
STM0583	NC_003197.2	639681	640799	-	1119	238	409	720
STM0584	NC_003197.2	640811	641534	-	724	512	1453	564
STM0585	NC_003197.2	641561	643981	-	2421	1082	16888	1269
STM0586	NC_003197.2	643995	645219	+	1225	712	21364	8579
STM0587	NC_003197.2	645242	645468	+	227	4	1439	117
STM0588	NC_003197.2	645454	649349	+	3896	821	25147	2026
STM0589	NC_003197.2	649586	650735	+	1150	3288	1555	285
STM0590	NC_003197.2	650788	651599	-	812	943	1729	410
STM0591	NC_003197.2	651579	652584	-	1006	1179	1477	700
STM0592	NC_003197.2	652568	653728	-	1161	1164	2472	1980
STM0593	NC_003197.2	653675	654930	+	1256	1280	1722	221
STM0594	NC_003197.2	654993	656126	-	1134	1204	2677	1244
STM0595	NC_003197.2	656212	657433	+	1222	720	13955	993
STM0596	NC_003197.2	657432	659053	+	1622	847	26623	1029
STM0597	NC_003197.2	659053	659924	+	872	131	8235	293
STM0598	NC_003197.2	659911	660679	+	769	92	2057	98
STM0599	NC_003197.2	660668	661095	+	428	113	6262	289
STM0600	NC_003197.2	661264	663382	+	2119	2114	5054	28381
STM0601	NC_003197.2	663439	663643	+	205	320	514	3097
STM0602	NC_003197.2	663679	664781	-	1103	994	418	1548
STM0603	NC_003197.2	664876	666054	+	1179	939	167	473
STM0604	NC_003197.2	666055	666689	-	635	483	677	328
STM0605	NC_003197.2	666645	667897	-	1253	1621	201	173
STM0606	NC_003197.2	668046	668961	-	916	3017	1611	798
STM0607	NC_003197.2	669265	670022	-	758	1484	1365	319
STM0608	NC_003197.2	670350	671015	+	666	31617	206949	4765
STM0609	NC_003197.2	671245	672822	+	1578	5738	23763	408
STM0610	NC_003197.2	673148	673714	+	567	83	0	0
STM0611	NC_003197.2	673695	675986	+	2292	241	125	126
STM0612	NC_003197.2	675977	676540	+	564	52	0	7
STM0613	NC_003197.2	676533	677307	+	775	1644	185	261
STM0614	NC_003197.2	677375	677818	-	444	12752	28362	29162
STM0615	NC_003197.2	678015	679264	+	1250	250	178	422
STM0616	NC_003197.2	679347	679769	-	423	3439	920	345
STM0617	NC_003197.2	679992	680798	-	807	5752	2306	1012
STM0618	NC_003197.2	680908	682385	-	1478	3102	219	66
STM0619	NC_003197.2	682409	683318	-	910	100	34	139
STM0620	NC_003197.2	683277	683846	-	570	6	0	5
STM0621	NC_003197.2	683832	685372	-	1541	123	14	34
STM0622	NC_003197.2	685371	686290	-	920	202	142	101
STM0623	NC_003197.2	686276	686582	-	307	1	21	4
STM0624	NC_003197.2	686569	687661	-	1093	61	10	3
STM0625	NC_003197.2	688019	689691	+	1673	291	111	149
STM0626	NC_003197.2	689647	690340	+	694	351	137	13
STM0627	NC_003197.2	690394	691790	-	1397	885	433	64
STM0628	NC_003197.2	692158	692730	+	573	11912	2016	122
STM0629	NC_003197.2	692906	693127	+	222	50211	7274	9578
STM0630	NC_003197.2	693185	693580	-	396	1678	516	358
STM0631	NC_003197.2	693642	694447	+	806	169	184	237
STM0632	NC_003197.2	694567	694779	+	213	4532	810	368
STM0633	NC_003197.2	694865	695846	-	982	5901	1257	1004
STM0634	NC_003197.2	696036	697002	-	967	3515	483	822
STM0635	NC_003197.2	697291	697872	-	582	4931	890	149
STM0636	NC_003197.2	698032	698306	-	275	19612	15728	1554
STM0637	NC_003197.2	698404	699615	-	1212	16681	2246	259
STM0638	NC_003197.2	699755	700912	-	1158	5922	2289	412
STM0639	NC_003197.2	700911	702037	-	1127	2798	1308	164
STM0640	NC_003197.2	702026	703945	-	1920	6507	1668	245
STM0641	NC_003197.2	703958	704438	-	481	2462	192	64
STM0642	NC_003197.2	704429	704758	-	330	5939	1129	384
STM0643	NC_003197.2	705075	705693	-	619	991	262	236
STM0644	NC_003197.2	705773	706874	+	1102	484	167	89
STM0645	NC_003197.2	706849	707499	-	651	283	142	86
STM0646	NC_003197.2	707492	708523	-	1032	2146	828	234
STM0647	NC_003197.2	708523	709121	-	599	6143	3124	827
STM0648	NC_003197.2	709128	711727	-	2600	16790	8103	2263
STM0649	NC_003197.2	711947	712288	+	342	74	5	18
STM0650	NC_003197.2	712300	713477	+	1178	102	20	19
STM0651	NC_003197.2	713522	714480	+	959	1028	282	321
STM0652	NC_003197.2	714541	716476	+	1936	3471	1629	2170
STM0653	NC_003197.2	716558	717042	+	485	871	1515	4060
STM0654	NC_003197.2	717081	718096	-	1016	2065	416	691
STM0655	NC_003197.2	718188	718908	+	721	54	35	52
STM0656	NC_003197.2	718897	720338	+	1442	102	22	14
STM0657	NC_003197.2	720336	721045	+	710	29	7	0
STM0658	NC_003197.2	721026	722514	+	1489	528	192	265
STM0659	NC_003197.2	722536	724215	-	1680	503	144	459
STM0660	NC_003197.2	724291	725535	-	1245	337	328	555
STM0661	NC_003197.2	725561	726507	-	947	160	242	337
STM0662	NC_003197.2	726613	727350	-	738	614	94	2944
STM0663	NC_003197.2	727338	728026	-	689	189	193	1162
STM0664	NC_003197.2	728012	728765	-	754	361	149	2334
STM0665	NC_003197.2	728912	729847	-	936	1900	506	17767
STM0666	NC_003197.2	730175	731724	-	1550	7301	3312	1081
STM0667	NC_003197.2	731733	732629	-	897	5804	3693	1550
STM0668	NC_003197.2	732769	733259	-	491	2459	4961	1950
STM0669	NC_003197.2	733239	734331	-	1093	7289	5952	4375
STM0670	NC_003197.2	734490	735914	-	1425	10813	3262	693
STM0671	NC_003197.2	736044	737233	+	1190	1189	1295	1073
STM0672	NC_003197.2	737300	737878	-	579	665	118	198
STM0673	NC_003197.2	738014	738085	-	72	3520	180	61
STM0674	NC_003197.2	738132	738203	-	72	2354	200	58
STM0675	NC_003197.2	738253	738326	-	74	980	21	4
STM0676	NC_003197.2	738345	738416	-	72	874	54	25
STM0677	NC_003197.2	738455	738526	-	72	640	52	8
STM0678	NC_003197.2	738553	738634	-	82	120	8	18
STM0679	NC_003197.2	738646	738719	-	74	1421	33	39
STM0680	NC_003197.2	738942	740618	-	1677	3200	4828	1314
STM0681	NC_003197.2	740896	741659	-	764	2268	1054	347
STM0682	NC_003197.2	741695	742921	-	1227	1359	1879	857
STM0683	NC_003197.2	742920	744086	-	1167	3253	4880	864
STM0684	NC_003197.2	744134	745013	-	880	6330	20286	2741
STM0685	NC_003197.2	745168	747213	+	2046	1651	9077	5103
STM0686	NC_003197.2	747412	749091	+	1680	14341	6330	833
STM0687	NC_003197.2	749525	750943	+	1419	712	395	4472
STM0688	NC_003197.2	750981	751325	+	345	234	343	467
STM0689	NC_003197.2	751374	752685	-	1312	646	145	502
STM0690	NC_003197.2	752729	753875	-	1147	87	63	109
STM0691	NC_003197.2	753855	755263	-	1409	595	131	438
STM0692	NC_003197.2	755356	756295	-	940	2375	649	1428
STM0693	NC_003197.2	756397	757003	-	607	47426	6311	8265
STM0694	NC_003197.2	757131	757676	-	546	42072	6922	2146
STM0695	NC_003197.2	757812	758122	-	311	13835	398	208
STM0696	NC_003197.2	758239	759009	-	771	4233	1215	415
STM0697	NC_003197.2	759184	759736	+	553	9764	2506	2010
STM0698	NC_003197.2	759749	761401	+	1653	5263	3883	1068
STM0699	NC_003197.2	761516	762001	-	486	190	108	107
STM0700	NC_003197.2	762066	763399	-	1334	143	275	58
STM0701	NC_003197.2	763382	765590	-	2209	909	971	151
STM0702	NC_003197.2	766342	767027	-	686	1248	533	350
STM0703	NC_003197.2	767016	769717	-	2702	1449	938	582
STM0704	NC_003197.2	769697	770291	-	595	28	50	16
STM0705	NC_003197.2	770290	772353	-	2064	295	173	91
STM0706	NC_003197.2	772359	774130	-	1772	110	16	4
STM0707	NC_003197.2	774038	774134	-	97	0	0	0
STM0708	NC_003197.2	774450	774670	+	221	832	1039	394
STM0709	NC_003197.2	774771	776202	+	1432	810	315	157
STM0710	NC_003197.2	776241	777733	-	1493	1221	328	187
STM0711	NC_003197.2	778039	778794	+	756	976	3647	963
STM0712	NC_003197.2	778799	779466	+	668	413	1046	340
STM0713	NC_003197.2	779449	780392	+	944	137	673	314
STM0714	NC_003197.2	780368	781116	+	749	1297	1137	355
STM0715	NC_003197.2	781440	781571	+	132	176	13	31
STM0716	NC_003197.2	781618	782197	+	580	1864	319	163
STM0717	NC_003197.2	782650	782992	+	343	106	15	25
STM0718	NC_003197.2	782988	783734	+	747	165	6	29
STM0719	NC_003197.2	784020	785171	+	1152	199	38	28
STM0720	NC_003197.2	785168	786064	+	897	74	12	0
STM0721	NC_003197.2	786070	787210	+	1141	134	30	4
STM0722	NC_003197.2	787333	788109	+	777	189	0	6
STM0723	NC_003197.2	788108	788823	+	716	115	24	4
STM0724	NC_003197.2	788912	790695	+	1784	427	96	10
STM0725	NC_003197.2	790884	791721	+	838	136	39	2
STM0726	NC_003197.2	791779	793674	+	1896	351	185	28
STM0727	NC_003197.2	793737	793879	+	143	33	4	8
STM0728	NC_003197.2	793916	794719	+	804	4174	1104	654
STM0729	NC_003197.2	794774	795833	-	1060	613	330	262
STM0730	NC_003197.2	795957	797303	-	1347	10426	12535	47850
STM0731	NC_003197.2	797200	797586	+	387	942	763	7709
STM0732	NC_003197.2	797906	798384	+	479	3230	551	12336
STM0733	NC_003197.2	798365	798725	+	361	589	242	4279
STM0734	NC_003197.2	798708	800491	+	1784	1313	1002	12495
STM0735	NC_003197.2	800494	801224	+	731	1665	1082	9197
STM0736	NC_003197.2	801627	804549	+	2923	3611	4793	22558
STM0737	NC_003197.2	804553	805772	+	1220	2512	4753	11390
STM0738	NC_003197.2	805897	807080	+	1184	828	2469	6644
STM0739	NC_003197.2	807066	807949	+	884	2257	2981	7471
STM0740	NC_003197.2	809352	811100	+	1749	6852	13542	802
STM0741	NC_003197.2	811103	812255	+	1153	1493	7241	228
STM0742	NC_003197.2	812263	812383	+	121	667	3103	209
STM0743	NC_003197.2	812505	812801	+	297	1347	3259	364
STM0744	NC_003197.2	813018	813434	+	417	7145	1178	520
STM0745	NC_003197.2	813417	814123	+	707	2904	592	69
STM0746	NC_003197.2	814115	814555	+	441	1025	538	43
STM0747	NC_003197.2	814607	815843	+	1237	5334	2086	364
STM0748	NC_003197.2	815950	817259	+	1310	12826	10227	3028
STM0749	NC_003197.2	817280	817818	+	539	72001	40815	6998
STM0750	NC_003197.2	817819	818616	+	798	11015	3610	1027
STM0751	NC_003197.2	818778	818850	+	73	38632	1023	229
STM0752	NC_003197.2	818985	819057	+	73	21108	572	185
STM0753	NC_003197.2	819064	819136	+	73	656	7	1
STM0754	NC_003197.2	819189	819261	+	73	16525	398	19
STM0755	NC_003197.2	819399	819471	+	73	8891	127	30
STM0756	NC_003197.2	820225	821279	+	1055	228	123	60
STM0757	NC_003197.2	821292	822023	+	732	685	298	743
STM0758	NC_003197.2	822020	822971	-	952	583	660	512
STM0759	NC_003197.2	823069	823467	-	399	1518	543	11847
STM0760	NC_003197.2	823653	824827	+	1175	4454	3151	2754
STM0761	NC_003197.2	824921	825473	-	553	998	384	132
STM0762	NC_003197.2	825481	826333	-	853	428	263	102
STM0763	NC_003197.2	826495	827346	+	852	707	221	129
STM0764	NC_003197.2	827347	828330	-	984	766	247	70
STM0765	NC_003197.2	828574	829821	+	1248	46	0	0
STM0766	NC_003197.2	829871	830116	+	246	0	0	0
STM0768	NC_003197.2	831914	833223	+	1310	139	24	6
STM0769	NC_003197.2	833335	834040	+	706	569	80	15
STM0770	NC_003197.2	834420	835499	+	1080	168	74	34
STM0771	NC_003197.2	835495	836275	+	781	1584	603	141
STM0772	NC_003197.2	836366	837131	-	766	108757	175470	35048
STM0773	NC_003197.2	837342	838395	-	1054	2157	1970	529
STM0774	NC_003197.2	838376	839537	-	1162	1592	1762	667
STM0775	NC_003197.2	839527	840585	-	1059	126	526	120
STM0776	NC_003197.2	840584	841667	-	1084	1765	2337	870
STM0777	NC_003197.2	841823	842736	-	914	283	21	41
STM0778	NC_003197.2	842902	844389	-	1488	7369	3381	1309
STM0779	NC_003197.2	844445	845245	-	801	2305	1382	336
STM0780	NC_003197.2	845350	845511	+	162	8470	1315	3683
STM0781	NC_003197.2	845608	846451	+	844	7588	1682	2504
STM0782	NC_003197.2	846432	847140	+	709	512	385	507
STM0783	NC_003197.2	847129	848201	+	1073	1206	835	260
STM0784	NC_003197.2	848202	849032	-	831	4800	1971	1056
STM0785	NC_003197.2	849173	850179	+	1007	1414	3189	1517
STM0786	NC_003197.2	850323	851618	-	1296	10538	3832	739
STM0787	NC_003197.2	851838	853067	+	1230	1487	1497	4490
STM0788	NC_003197.2	853057	854005	+	949	318	1081	3173
STM0789	NC_003197.2	854043	854775	+	733	837	514	2073
STM0791	NC_003197.2	856651	858178	+	1528	527	316	1520
STM0792	NC_003197.2	858263	858750	-	488	2119	1104	1192
STM0793	NC_003197.2	858797	860137	-	1341	208	82	687
STM0794	NC_003197.2	860127	861213	+	1087	154	37	448
STM0795	NC_003197.2	861199	862367	+	1169	79	83	155
STM0796	NC_003197.2	862338	863106	+	769	71	17	18
STM0797	NC_003197.2	863083	863785	+	703	166	81	36
STM0798	NC_003197.2	864348	866457	+	2110	4686	2854	723
STM0799	NC_003197.2	866766	866939	+	174	48	0	0
STM0800	NC_003197.2	866940	869244	+	2305	10510	5566	4031
STM0801	NC_003197.2	869336	870255	-	920	1572	658	334
STM0802	NC_003197.2	870632	871630	+	999	2253	509	791
STM0803	NC_003197.2	871639	872164	+	526	944	1547	619
STM0804	NC_003197.2	872156	872652	+	497	523	221	93
STM0805	NC_003197.2	872632	872890	+	259	75	90	29
STM0806	NC_003197.2	872879	873344	+	466	357	268	164
STM0807	NC_003197.2	873380	874096	+	717	7192	5554	3130
STM0808	NC_003197.2	874243	874950	+	708	95	19	0
STM0809	NC_003197.2	874968	875582	+	615	78	8	12
STM0810	NC_003197.2	875583	876150	+	568	253	25	242
STM0811	NC_003197.2	876153	877131	-	979	363	136	377
STM0812	NC_003197.2	877115	878370	-	1256	82	98	190
STM0813	NC_003197.2	878353	879121	-	769	244	42	545
STM0814	NC_003197.2	879231	879654	+	424	3932	756	4836
STM0815	NC_003197.2	879616	880732	-	1117	1351	3145	467
STM0816	NC_003197.2	880838	881981	-	1144	902	3594	451
STM0817	NC_003197.2	881961	883707	-	1747	511	3558	388
STM0818	NC_003197.2	883690	884700	-	1011	889	3855	535
STM0819	NC_003197.2	884685	885370	-	686	461	782	298
STM0820	NC_003197.2	885578	886953	+	1376	3019	882	158
STM0821	NC_003197.2	887150	889305	+	2156	3472	1160	722
STM0822	NC_003197.2	889323	890309	+	987	1230	964	244
STM0823	NC_003197.2	890465	890737	-	273	1081	1886	100
STM0825	NC_003197.2	891010	891288	-	279	1145	304	3046
STM0826	NC_003197.2	891469	892407	+	939	1782	373	118
STM0827	NC_003197.2	892404	894634	-	2231	1822	641	433
STM0828	NC_003197.2	894745	895482	-	738	11880	1128	1827
STM0829	NC_003197.2	895464	896135	-	672	4830	664	1479
STM0830	NC_003197.2	896267	897024	-	758	53310	13169	18760
STM0831	NC_003197.2	897490	898127	-	638	13196	260447	57940
STM0832	NC_003197.2	898296	899194	-	899	1229	315	120
STM0833	NC_003197.2	899528	900052	+	525	210740	121448	15565
STM0834	NC_003197.2	900115	901702	-	1588	6229	382	91
STM0835	NC_003197.2	902263	902747	+	485	4083	570	495
STM0836	NC_003197.2	902728	903856	+	1129	1612	260	154
STM0837	NC_003197.2	903900	904836	-	937	9903	984	300
STM0838	NC_003197.2	905027	906631	+	1605	7749	1372	617
STM0839	NC_003197.2	907240	907983	+	744	243	22	28
STM0840	NC_003197.2	908012	908739	-	728	2002	234	197
STM0841	NC_003197.2	908936	910210	-	1275	910	226	444
STM0842	NC_003197.2	910450	911272	+	823	13550	2719	1152
STM0843	NC_003197.2	911350	913795	-	2446	1234	301	448
STM0844	NC_003197.2	913788	914697	-	910	216	46	37
STM0845	NC_003197.2	914965	915727	-	763	1112	849	97
STM0846	NC_003197.2	915714	916962	-	1249	1132	1030	71
STM0847	NC_003197.2	917139	918093	+	955	2376	1269	2563
STM0848	NC_003197.2	918092	919975	+	1884	1050	1170	1235
STM0849	NC_003197.2	919996	921546	+	1551	1722	2668	889
STM0850	NC_003197.2	921595	922527	+	933	1164	517	429
STM0851	NC_003197.2	922515	923441	+	927	1575	768	494
STM0852	NC_003197.2	923532	924857	-	1326	6079	587	83
STM0853	NC_003197.2	925072	925471	+	400	1637	435	5361
STM0854	NC_003197.2	926180	926699	+	520	67	12	0
STM0855	NC_003197.2	926613	927471	+	859	125	162	27
STM0856	NC_003197.2	927475	928429	+	955	354	115	42
STM0857	NC_003197.2	928716	929886	+	1171	1520	524	558
STM0858	NC_003197.2	930328	932020	+	1693	972	234	104
